utsa-students-develop-project-to-tackle-homelessness,https://ceid.utsa.edu/utsa-students-develop-project-to-tackle-homelessness/
klesse-colleges-akopian-and-hood-recognized-as-innovators,https://ceid.utsa.edu/klesse-colleges-akopian-and-hood-recognized-as-innovators/
klesse-college-continues-to-build-reputation-in-corrosion-research,https://ceid.utsa.edu/klesse-college-continues-to-build-reputation-in-corrosion-research/
student-entrepreneurs-win-support-experience-to-take-their-tech-ventures-to-the-next-level,https://ceid.utsa.edu/student-entrepreneurs-win-support-experience-to-take-their-tech-ventures-to-the-next-level/
klesse-college-ph-d-student-receives-prestigious-nasa-award,https://ceid.utsa.edu/klesse-college-ph-d-student-receives-prestigious-nasa-award/
campus-involvement-research-opportunities-spur-daveedth-maciass-journey,https://ceid.utsa.edu/campus-involvement-research-opportunities-spur-daveedth-maciass-journey/
klesse-college-recognizes-impact-of-donors,https://ceid.utsa.edu/klesse-college-recognizes-impact-of-donors/
17650-2,https://ceid.utsa.edu/17650-2/
klesse-colleges-rathbone-receives-national-science-foundations-career-award,https://ceid.utsa.edu/klesse-colleges-rathbone-receives-national-science-foundations-career-award/
rena-bizios-elected-to-american-academy-of-arts-and-sciences,https://ceid.utsa.edu/rena-bizios-elected-to-american-academy-of-arts-and-sciences/
grad-isabella-cano-taps-internships-to-build-biomed-career,https://ceid.utsa.edu/grad-isabella-cano-taps-internships-to-build-biomed-career/
klesse-college-celebrates-spring-2022-graduates,https://ceid.utsa.edu/klesse-college-celebrates-spring-2022-graduates/
utsa-professor-recognized-as-leader-in-environmental-engineering,https://ceid.utsa.edu/utsa-professor-recognized-as-leader-in-environmental-engineering/
